year,tree,modalidad,area,carrera,campus,codigo,oferta,aspirantes,presentaron_examen,aciertos_minimos,seleccionados
2024,licenciatura,escolarizado,1,CIENCIA DE MATERIALES SUSTENTABLES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,13307005,44,31,27,45,26
2024,licenciatura,escolarizado,1,CIENCIAS DE LA COMPUTACION,FACULTAD DE CIENCIAS,10400035,40,1043,869,107,42
2024,licenciatura,escolarizado,1,CIENCIAS DE LA TIERRA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,12700175,42,176,151,78,42
2024,licenciatura,escolarizado,1,CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,12708005,18,33,28,59,18
2024,licenciatura,escolarizado,1,DISEÑO INDUSTRIAL,FES ARAGÓN,10504005,23,926,776,90,24
2024,licenciatura,escolarizado,1,FISICA,FACULTAD DE CIENCIAS,10600035,80,1011,818,106,90
2024,licenciatura,escolarizado,1,FISICA BIOMEDICA,FACULTAD DE CIENCIAS,13400035,13,319,252,101,13
2024,licenciatura,escolarizado,1,GEOCIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,13107005,38,45,34,45,31
2024,licenciatura,escolarizado,1,"ING. EN TELECOMUNICACIONES, SISTEMAS Y ELECTRONICA",FES CUAUTITLÁN,13001005,90,528,461,61,90
2024,licenciatura,escolarizado,1,INGENIERIA AEROESPACIAL,FACULTAD DE INGENIERÍA,13900115,13,1220,1005,116,13
2024,licenciatura,escolarizado,1,INGENIERIA AMBIENTAL,FACULTAD DE INGENIERÍA,13700115,19,271,231,91,22
2024,licenciatura,escolarizado,1,INGENIERIA CIVIL,FACULTAD DE INGENIERÍA,10700115,130,1470,1247,89,133
2024,licenciatura,escolarizado,1,INGENIERIA CIVIL,FES ACATLÁN,10702005,104,751,647,63,116
2024,licenciatura,escolarizado,1,INGENIERIA CIVIL,FES ARAGÓN,10704005,142,885,781,65,144
2024,licenciatura,escolarizado,1,INGENIERIA DE MINAS Y METALURGIA,FACULTAD DE INGENIERÍA,10800115,24,128,102,71,26
2024,licenciatura,escolarizado,1,INGENIERIA ELECTRICA ELECTRONICA,FACULTAD DE INGENIERÍA,10900115,100,1278,1096,96,106
2024,licenciatura,escolarizado,1,INGENIERIA ELECTRICA ELECTRONICA,FES ARAGÓN,10904005,63,530,447,74,65
2024,licenciatura,escolarizado,1,INGENIERIA EN COMPUTACION,FACULTAD DE INGENIERÍA,11000115,110,3068,2641,100,112
2024,licenciatura,escolarizado,1,INGENIERIA EN COMPUTACION,FES ARAGÓN,11004005,82,1719,1531,87,82
2024,licenciatura,escolarizado,1,INGENIERIA EN TELECOMUNICACIONES,FACULTAD DE INGENIERÍA,11100115,25,162,141,81,25
2024,licenciatura,escolarizado,1,INGENIERIA GEOFISICA,FACULTAD DE INGENIERÍA,11200115,22,122,110,79,23
2024,licenciatura,escolarizado,1,INGENIERIA GEOLOGICA,FACULTAD DE INGENIERÍA,11300115,30,93,76,57,30
2024,licenciatura,escolarizado,1,INGENIERIA GEOMATICA,FACULTAD DE INGENIERÍA,12000115,26,94,87,67,26
2024,licenciatura,escolarizado,1,INGENIERIA INDUSTRIAL,FACULTAD DE INGENIERÍA,11400115,71,1007,834,90,74
2024,licenciatura,escolarizado,1,INGENIERIA INDUSTRIAL,FES ARAGÓN,11404005,50,498,431,76,51
2024,licenciatura,escolarizado,1,INGENIERIA INDUSTRIAL,FES CUAUTITLÁN,11401005,41,454,395,73,41
2024,licenciatura,escolarizado,1,INGENIERIA MECANICA,FACULTAD DE INGENIERÍA,11500115,64,1858,1609,103,69
2024,licenciatura,escolarizado,1,INGENIERIA MECANICA,FES ARAGÓN,11504005,39,700,587,78,41
2024,licenciatura,escolarizado,1,INGENIERIA MECANICA ELECTRICA,FES CUAUTITLÁN,11601005,106,591,492,63,107
2024,licenciatura,escolarizado,1,INGENIERIA PETROLERA,FACULTAD DE INGENIERÍA,11700115,62,477,403,70,63
2024,licenciatura,escolarizado,1,INGENIERIA QUIMICA,FACULTAD DE QUÍMICA,11800055,55,483,397,94,59
2024,licenciatura,escolarizado,1,INGENIERIA QUIMICA,FES CUAUTITLÁN,11801005,66,245,198,62,66
2024,licenciatura,escolarizado,1,INGENIERIA QUIMICA,FES ZARAGOZA,11805005,116,405,358,52,170
2024,licenciatura,escolarizado,1,INGENIERIA QUIMICA METALURGICA,FACULTAD DE QUÍMICA,11900055,32,82,68,67,32
2024,licenciatura,escolarizado,1,MATEMATICAS,FACULTAD DE CIENCIAS,12200035,121,471,397,93,128
2024,licenciatura,escolarizado,1,MATEMATICAS APLICADAS,FACULTAD DE CIENCIAS,13600035,32,191,152,97,32
2024,licenciatura,escolarizado,1,MATEMATICAS APLICADAS Y COMPUTACION,FES ACATLÁN,12102005,260,455,399,48,262
2024,licenciatura,escolarizado,1,TECNOLOGIAS PARA LA INFORMACION EN CIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,13207005,41,73,65,47,51
2024,licenciatura,escolarizado,1,URBANISMO,FACULTAD DE ARQUITECTURA,12300015,25,121,103,71,26
2024,licenciatura,escolarizado,2,BIOLOGIA,FACULTAD DE CIENCIAS,20100035,130,1529,1290,93,139
2024,licenciatura,escolarizado,2,BIOLOGIA,FES IZTACALA,20103005,110,1006,888,84,110
2024,licenciatura,escolarizado,2,BIOLOGIA,FES ZARAGOZA,20105005,120,805,712,76,127
2024,licenciatura,escolarizado,2,BIOLOGIA,TLAXCALA,20100015,15,40,35,60,12
2024,licenciatura,escolarizado,2,BIOQUIMICA DIAGNOSTICA,FES CUAUTITLÁN,21801005,25,472,401,95,26
2024,licenciatura,escolarizado,2,CIENCIAS AGROFORESTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,23007005,35,35,25,49,12
2024,licenciatura,escolarizado,2,CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,21607005,95,57,42,46,32
2024,licenciatura,escolarizado,2,CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,21608005,40,45,38,45,33
2024,licenciatura,escolarizado,2,CIRUJANO DENTISTA,FACULTAD DE ODONTOLOGÍA,20200145,115,3008,2627,98,120
2024,licenciatura,escolarizado,2,CIRUJANO DENTISTA,FES IZTACALA,20203005,148,2778,2498,89,151
2024,licenciatura,escolarizado,2,CIRUJANO DENTISTA,FES ZARAGOZA,20205005,125,2626,2387,90,135
2024,licenciatura,escolarizado,2,ECOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,22507005,35,27,24,47,22
2024,licenciatura,escolarizado,2,ECOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,22508005,22,29,26,50,23
2024,licenciatura,escolarizado,2,ECOLOGIA,FES IZTACALA,22503005,22,86,73,63,25
2024,licenciatura,escolarizado,2,ENFERMERIA,FACULTAD DE ENFERMERIA Y OBSTETRICIA,22000095,130,1558,1338,79,131
2024,licenciatura,escolarizado,2,ENFERMERIA,FES IZTACALA,22003005,130,1747,1538,76,136
2024,licenciatura,escolarizado,2,ENFERMERIA,FES ZARAGOZA,22005005,180,2728,2374,78,182
2024,licenciatura,escolarizado,2,ENFERMERIA,TLAXCALA,22000015,18,105,75,60,17
2024,licenciatura,escolarizado,2,ENFERMERIA Y OBSTETRICIA,FACULTAD DE ENFERMERIA Y OBSTETRICIA,20300095,90,2395,2088,89,91
2024,licenciatura,escolarizado,2,FARMACIA,FES CUAUTITLÁN,21901005,85,227,190,59,85
2024,licenciatura,escolarizado,2,FISIOTERAPIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,22106005,63,399,325,60,77
2024,licenciatura,escolarizado,2,INGENIERIA AGRICOLA,FES CUAUTITLÁN,20401005,69,339,292,59,72
2024,licenciatura,escolarizado,2,INGENIERIA EN ALIMENTOS,FES CUAUTITLÁN,20501005,121,499,442,60,124
2024,licenciatura,escolarizado,2,MANEJO SUSTENTABLE DE ZONAS COSTERAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,21708005,40,61,50,47,36
2024,licenciatura,escolarizado,2,MEDICINA VETERINARIA Y ZOOTECNIA,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,20700165,85,4051,3468,103,94
2024,licenciatura,escolarizado,2,MEDICINA VETERINARIA Y ZOOTECNIA,FES CUAUTITLÁN,20701005,115,2091,1834,88,123
2024,licenciatura,escolarizado,2,MEDICO CIRUJANO,FACULTAD DE MEDICINA,20800125,176,14954,12466,112,184
2024,licenciatura,escolarizado,2,MEDICO CIRUJANO,FES IZTACALA,20803005,100,5655,5034,108,112
2024,licenciatura,escolarizado,2,MEDICO CIRUJANO,FES ZARAGOZA,20805005,50,4479,3935,110,55
2024,licenciatura,escolarizado,2,NUTRIOLOGIA,FES ZARAGOZA,22705005,52,1890,1568,97,57
2024,licenciatura,escolarizado,2,ODONTOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,22206005,75,1107,876,80,89
2024,licenciatura,escolarizado,2,OPTOMETRIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,20906005,39,56,49,45,29
2024,licenciatura,escolarizado,2,OPTOMETRIA,FES IZTACALA,20903005,37,332,286,75,38
2024,licenciatura,escolarizado,2,PSICOLOGIA,FACULTAD DE PSICOLOGÍA,21000195,80,4592,3915,104,84
2024,licenciatura,abierta,2,PSICOLOGIA,FACULTAD DE PSICOLOGÍA,21000196,177,1350,992,73,188
2024,licenciatura,escolarizado,2,PSICOLOGIA,FES IZTACALA,21003005,100,2446,2186,87,101
2024,licenciatura,escolarizado,2,PSICOLOGIA,FES ZARAGOZA,21005005,126,3148,2785,88,126
2024,licenciatura,escolarizado,2,PSICOLOGIA,TLAXCALA,21000015,20,67,53,60,16
2024,licenciatura,escolarizado,2,QUIMICA,FACULTAD DE QUÍMICA,21100055,32,345,286,97,35
2024,licenciatura,escolarizado,2,QUIMICA,FES CUAUTITLÁN,21101005,38,137,122,65,39
2024,licenciatura,escolarizado,2,QUIMICA DE ALIMENTOS,FACULTAD DE QUÍMICA,21200055,48,547,478,98,51
2024,licenciatura,escolarizado,2,QUIMICA FARMACEUTICO BIOLOGICA,FACULTAD DE QUÍMICA,21300055,60,2064,1792,105,60
2024,licenciatura,escolarizado,2,QUIMICA FARMACEUTICO BIOLOGICA,FES ZARAGOZA,21305005,55,1455,1286,98,58
2024,licenciatura,escolarizado,2,QUIMICA INDUSTRIAL,FES CUAUTITLÁN,21401005,60,217,193,59,61
2024,licenciatura,escolarizado,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30100065,390,6523,5543,90,409
2024,licenciatura,abierta,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30100066,80,807,570,76,84
2024,licenciatura,escolarizado,3,ADMINISTRACION,FES CUAUTITLÁN,30101005,240,1039,907,59,251
2024,licenciatura,escolarizado,3,ADMINISTRACION,OAXACA,30100025,70,90,74,45,50
2024,licenciatura,escolarizado,3,ADMINISTRACION AGROPECUARIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,31406005,34,63,45,45,18
2024,licenciatura,escolarizado,3,ANTROPOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31900045,88,324,275,71,90
2024,licenciatura,escolarizado,3,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30200045,69,1369,1179,97,70
2024,licenciatura,abierta,3,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30200046,84,256,208,65,85
2024,licenciatura,escolarizado,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30300045,61,718,591,88,61
2024,licenciatura,abierta,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30300046,84,166,126,50,92
2024,licenciatura,escolarizado,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FES ACATLÁN,30302005,70,370,325,56,128
2024,licenciatura,escolarizado,3,COMUNICACION,FES ACATLÁN,31502005,80,609,531,65,182
2024,licenciatura,escolarizado,3,COMUNICACION Y PERIODISMO,FES ARAGÓN,31604005,145,1011,886,61,294
2024,licenciatura,escolarizado,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30400065,580,5054,4406,85,589
2024,licenciatura,abierta,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30400066,125,802,552,75,127
2024,licenciatura,escolarizado,3,CONTADURIA,FES CUAUTITLÁN,30401005,325,1082,959,57,329
2024,licenciatura,escolarizado,3,CONTADURIA,OAXACA,30400025,70,61,50,46,41
2024,licenciatura,escolarizado,3,DERECHO,FACULTAD DE DERECHO,30500075,556,6199,5295,86,585
2024,licenciatura,abierta,3,DERECHO,FACULTAD DE DERECHO,30500076,315,909,687,54,356
2024,licenciatura,escolarizado,3,DERECHO,FES ACATLÁN,30502005,199,2250,1965,70,280
2024,licenciatura,abierta,3,DERECHO,FES ACATLÁN,30502006,130,272,208,50,98
2024,licenciatura,escolarizado,3,DERECHO,FES ARAGÓN,30504005,249,3670,3240,74,393
2024,licenciatura,abierta,3,DERECHO,FES ARAGÓN,30504006,105,357,274,50,116
2024,licenciatura,escolarizado,3,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,FES ZARAGOZA,31805005,46,86,72,45,35
2024,licenciatura,escolarizado,3,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,TLAXCALA,31800015,46,7,6,45,0
2024,licenciatura,escolarizado,3,DESARROLLO TERRITORIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,32006005,32,8,7,53,4
2024,licenciatura,escolarizado,3,ECONOMIA,FACULTAD DE ECONOMÍA,30600085,475,1577,1338,70,477
2024,licenciatura,abierta,3,ECONOMIA,FACULTAD DE ECONOMÍA,30600086,110,230,169,55,111
2024,licenciatura,escolarizado,3,ECONOMIA,FES ACATLÁN,30602005,140,525,470,63,148
2024,licenciatura,escolarizado,3,ECONOMIA,FES ARAGÓN,30604005,130,629,556,67,138
2024,licenciatura,abierta,3,ECONOMIA,FES ARAGÓN,30604006,55,123,92,53,57
2024,licenciatura,escolarizado,3,ECONOMIA INDUSTRIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,31306005,34,124,97,63,45
2024,licenciatura,escolarizado,3,ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,31707005,29,25,20,45,15
2024,licenciatura,escolarizado,3,GEOGRAFIA,FACULTAD DE FILOSOFÍA Y LETRAS,30700105,35,165,141,50,101
2024,licenciatura,abierta,3,GEOGRAFIA,FACULTAD DE FILOSOFÍA Y LETRAS,30700106,31,56,37,50,30
2024,licenciatura,escolarizado,3,GEOGRAFIA APLICADA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,32200175,30,38,36,46,30
2024,licenciatura,escolarizado,3,GEOGRAFIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,32208005,13,4,2,60,0
2024,licenciatura,escolarizado,3,INFORMATICA,FES CUAUTITLÁN,30801005,75,301,268,62,79
2024,licenciatura,escolarizado,3,PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGÓN,30904005,97,113,94,46,56
2024,licenciatura,escolarizado,3,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31000045,39,1252,1094,104,39
2024,licenciatura,abierta,3,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31000046,43,167,124,65,49
2024,licenciatura,escolarizado,3,RELACIONES INTERNACIONALES,FES ACATLÁN,31002005,63,944,829,87,63
2024,licenciatura,abierta,3,RELACIONES INTERNACIONALES,FES ACATLÁN,31002006,86,128,99,50,59
2024,licenciatura,escolarizado,3,RELACIONES INTERNACIONALES,FES ARAGÓN,31004005,82,1354,1213,88,84
2024,licenciatura,abierta,3,RELACIONES INTERNACIONALES,FES ARAGÓN,31004006,60,153,115,50,66
2024,licenciatura,escolarizado,3,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31100045,66,262,220,72,67
2024,licenciatura,abierta,3,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31100046,36,68,48,50,39
2024,licenciatura,escolarizado,3,SOCIOLOGIA,FES ACATLÁN,31102005,80,201,173,45,89
2024,licenciatura,escolarizado,3,SOCIOLOGIA,FES ARAGÓN,31104005,47,170,139,45,80
2024,licenciatura,escolarizado,3,SOCIOLOGIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,32408005,25,16,13,50,10
2024,licenciatura,escolarizado,3,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,31200155,340,880,800,45,399
2024,licenciatura,abierta,3,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,31200156,35,155,117,56,39
2024,licenciatura,escolarizado,3,TURISMO Y DESARROLLO SOSTENIBLE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,32306005,32,110,81,45,41
2024,licenciatura,escolarizado,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43707005,28,3,3,55,0
2024,licenciatura,escolarizado,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFÍA Y LETRAS,43700105,15,63,52,54,16
2024,licenciatura,escolarizado,4,ARTE Y DISEÑO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43407005,47,172,138,60,54
2024,licenciatura,escolarizado,4,ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",43402055,45,133,101,45,60
2024,licenciatura,escolarizado,4,ARTES VISUALES,FACULTAD DE ARTES Y DISEÑO,40100025,78,2063,1749,97,83
2024,licenciatura,escolarizado,4,BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFÍA Y LETRAS,40200105,55,111,99,45,65
2024,licenciatura,escolarizado,4,CANTO,FACULTAD DE MÚSICA,40300135,19,68,39,46,16
2024,licenciatura,escolarizado,4,COMPOSICION,FACULTAD DE MÚSICA,40400135,21,72,41,58,21
2024,licenciatura,escolarizado,4,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,42906005,34,18,14,48,10
2024,licenciatura,escolarizado,4,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,42908005,29,16,16,50,12
2024,licenciatura,escolarizado,4,DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFÍA Y LETRAS,42900105,17,80,70,80,17
2024,licenciatura,escolarizado,4,DISEÑO GRAFICO,FES ACATLÁN,40602005,36,2067,1823,97,36
2024,licenciatura,escolarizado,4,DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISEÑO,40500025,50,1492,1284,99,51
2024,licenciatura,escolarizado,4,DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLÁN,40501005,30,671,581,93,35
2024,licenciatura,escolarizado,4,EDUCACION MUSICAL,FACULTAD DE MÚSICA,40700135,28,56,37,47,20
2024,licenciatura,escolarizado,4,ENSEÑANZA DE INGLES,FES ACATLÁN,40802005,98,251,150,45,112
2024,licenciatura,escolarizado,4,ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFÍA Y LETRAS,40900105,38,103,93,45,73
2024,licenciatura,escolarizado,4,ETNOMUSICOLOGIA,FACULTAD DE MÚSICA,41000135,20,14,11,45,10
2024,licenciatura,escolarizado,4,FILOSOFIA,FACULTAD DE FILOSOFÍA Y LETRAS,41100105,50,420,344,83,70
2024,licenciatura,abierta,4,FILOSOFIA,FACULTAD DE FILOSOFÍA Y LETRAS,41100106,50,228,150,80,64
2024,licenciatura,escolarizado,4,FILOSOFIA,FES ACATLÁN,41102005,77,140,123,45,89
2024,licenciatura,escolarizado,4,GEOHISTORIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43107005,29,8,6,55,3
2024,licenciatura,escolarizado,4,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,41200105,35,306,264,67,104
2024,licenciatura,abierta,4,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,41200106,47,164,112,65,57
2024,licenciatura,escolarizado,4,HISTORIA,FES ACATLÁN,41202005,47,135,119,45,91
2024,licenciatura,escolarizado,4,HISTORIA DEL ARTE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43307005,35,36,27,46,25
2024,licenciatura,escolarizado,4,INSTRUMENTISTA,FACULTAD DE MÚSICA,41300135,102,98,68,41,56
2024,licenciatura,escolarizado,4,LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFÍA Y LETRAS,41400105,45,199,159,70,76
2024,licenciatura,abierta,4,LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFÍA Y LETRAS,41400106,95,134,96,50,87
2024,licenciatura,escolarizado,4,LENGUA Y LITERATURAS HISPANICAS,FES ACATLÁN,41402005,45,85,76,47,61
2024,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFÍA Y LETRAS,41500105,27,7,5,75,1
2024,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFÍA Y LETRAS,41600105,37,26,20,45,15
2024,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFÍA Y LETRAS,41700105,125,139,92,45,75
2024,licenciatura,abierta,4,LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFÍA Y LETRAS,41700106,16,36,20,58,16
2024,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFÍA Y LETRAS,41800105,23,27,25,41,20
2024,licenciatura,escolarizado,4,LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFÍA Y LETRAS,43000105,19,6,5,56,4
2024,licenciatura,escolarizado,4,LETRAS CLASICAS,FACULTAD DE FILOSOFÍA Y LETRAS,41900105,20,61,55,65,27
2024,licenciatura,escolarizado,4,LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",43900425,34,156,82,54,50
2024,licenciatura,escolarizado,4,LITERATURA DRAMATICA Y TEATRO,FACULTAD DE FILOSOFÍA Y LETRAS,42000105,32,415,349,96,32
2024,licenciatura,escolarizado,4,LITERATURA INTERCULTURAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43207005,29,23,18,48,17
2024,licenciatura,escolarizado,4,MUSICA Y TECNOLOGIA ARTISTICA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43807005,22,39,19,41,18
2024,licenciatura,escolarizado,4,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,42100105,150,1932,1710,75,153
2024,licenciatura,abierta,4,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,42100106,50,384,307,70,50
2024,licenciatura,escolarizado,4,PEDAGOGIA,FES ACATLÁN,42102005,85,1137,1022,69,91
2024,licenciatura,escolarizado,4,PEDAGOGIA,FES ARAGÓN,42104005,135,2067,1862,73,139
2024,licenciatura,escolarizado,4,PIANO,FACULTAD DE MÚSICA,42200135,33,46,26,41,19
2024,licenciatura,escolarizado,4,TEATRO Y ACTUACION,FACULTAD DE MÚSICA,43600135,174,758,624,66,178
2024,licenciatura,escolarizado,4,TRADUCCION,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",44000425,20,579,312,100,31
2024,licenciatura,escolarizado,4,TRADUCCION,"SAN MIGUEL DE ALLENDE, GUANAJUATO",44000305,36,49,30,42,29
2024,suayed,suayed,2,PSICOLOGIA,FES IZTACALA,21003006,600,2783,1858,62,600
2024,suayed,suayed,3,ADMINISTRACION,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30100066,170,1592,1039,73,173
2024,suayed,suayed,3,CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30200046,210,295,219,50,131
2024,suayed,suayed,3,CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,30300046,180,373,257,50,162
2024,suayed,suayed,3,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,30400066,185,1560,1003,76,192
2024,suayed,suayed,3,DERECHO,FACULTAD DE DERECHO,30500076,725,1878,1271,50,739
2024,suayed,suayed,3,ECONOMIA,FACULTAD DE ECONOMÍA,30600086,215,522,329,55,218
2024,suayed,suayed,3,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31000046,120,432,272,57,122
2024,suayed,suayed,3,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,31100046,125,173,122,50,80
2024,suayed,suayed,3,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,31200156,142,353,255,50,95
2024,suayed,suayed,4,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,43707006,119,92,63,50,33
2024,suayed,suayed,4,BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFÍA Y LETRAS,40200106,49,99,80,51,52
2024,suayed,suayed,4,DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLÁN,40501006,135,878,623,74,139
2024,suayed,suayed,4,ENSEÑANZA DE ALEMAN COMO LENGUA EXTRANJERA,FES ACATLÁN,42402006,39,11,5,51,4
2024,suayed,suayed,4,ENSEÑANZA DE ESPAÑOL COMO LENGUA EXTRANJERA,FES ACATLÁN,42502006,99,75,36,47,33
2024,suayed,suayed,4,ENSEÑANZA DE FRANCES COMO LENGUA EXTRANJERA,FES ACATLÁN,42602006,39,20,4,59,2
2024,suayed,suayed,4,ENSEÑANZA DE INGLES COMO LENGUA EXTRANJERA,FES ACATLÁN,42702006,99,251,119,48,76
2024,suayed,suayed,4,ENSEÑANZA DE ITALIANO COMO LENGUA EXTRANJERA,FES ACATLÁN,42802006,39,12,5,47,0
2024,suayed,suayed,4,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,42100106,245,932,683,54,256
2025,licenciatura,escolarizado,1,ACTUARIA,FACULTAD DE CIENCIAS,10100035,56,1581,1361,109,58
2025,licenciatura,escolarizado,1,ACTUARIA,FES ACATLÁN,10102005,51,749,650,97,53
2025,licenciatura,escolarizado,1,ARQUITECTURA,FACULTAD DE ARQUITECTURA,10200015,250,5571,4782,96,259
2025,licenciatura,escolarizado,1,ARQUITECTURA,FES ACATLÁN,10202005,86,1576,1390,77,86
